date,name,round,amount,chains,sector,category,categoryGroup,source,leadInvestors,otherInvestors,valuation,defillamaId
2024-03-19,HyperPlay,Strategic ,,,A web3-native game store,Gaming,"NFT, Gaming & Metaverse",https://x.com/HyperPlayGaming/status/1770119331277607124,Square Enix,,,
2024-03-19,Tokenize,Series A,11.0,,Singapore-based cryptocurrency Exchange,Centralized Exchange,DeFi & CeFi,https://x.com/DealStreetAsia/status/1769962705891348694,THRIVE Ventures,,,
2024-03-19,Satoshis_Mom,ICO,3.505344,Solana,$NOS - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-18,Figure,Series A,60.0,,Decentralized trading platform,Trading,DeFi & CeFi,https://x.com/TheBlock__/status/1769680177368351225,"Jump Crypto, Pantera Capital, Lightspeed Faction","Distributed Global, Ribbit Capital, CMT Digital",,
2024-03-18,0xhoneyjar,ICO,0.196992,Solana,$OOGABOOGA - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-18,Gabrielesm1,ICO,0.1958,Solana,Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-18,Sartoshi0x,ICO,1.6,Solana,$MILK - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-18,Doodoocoin,ICO,2.284032,Solana,Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-18,WisdomMatic,ICO,0.949632,Solana,Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-17,Redlion,ICO,0.97248,Solana,$RED - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-17,Pokeepandaa,ICO,10.02624,Solana,$LIKE - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-17,0xDecadente,ICO,32.636544,Solana,$SMOLE - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-17,Slerfsol,ICO,10.479936,Solana,$Slerf - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-17,NftRamo,ICO,0.176,Solana,$UWU - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-16,Emperor,ICO,0.48,Solana,$THICK - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-16,KeroNFTs,ICO,10.307712,Solana,$NAP - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-16,RockyXBT,ICO,7.19424,Solana,$MOONKE - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-15,Mr_Alevi,ICO,0.267264,Solana,$FORM - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-15,D2X,Series A,10.0,,crypto derivatives platform,Centralized Exchange,DeFi & CeFi,https://x.com/TheBlock__/status/1768345050168103273,Point 72 Ventures,"GSR Markets, Tioga Capital, Fortino Capital, Jabre Capital Partners, Picus Capital, TRGC",,
2024-03-15,TEN,,9.0,Ethereum,"Ethereum Layer 2 network focused on encryption, allowing developers to choose which parts of the smart contracts they want private and which parts public",L2,Base Layers & Scaling,https://x.com/TheBlock__/status/1768668512438915176,R3,"Republic Crypto, KuCoin Labs, Big Brain Holdings, Magnus Capital, DWF Labs",30,
2024-03-15,Vombatus_Eth,ICO,2.529792,Solana,$SORRY - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-15,Story Protocol,KOL Round,5.0,Story," platform offers a way to create, govern, and license intellectual property on-chain and form an ecosystem of story legos that can be remixed and composed, enabling creators to build a narrative story with ownership and incentive.",L1,Base Layers & Scaling,,,,,chain#story
2024-03-14,"Clique
",Series A,14.0,,Compute Coordination Network - enabling customizable heterogenous compute,Infrastructure,Web3 Infrastructure & Tools,https://x.com/Clique2046/status/1768277734113907127,Polychain Capital,"Bankless Ventures, Robot Ventures, Santiago Roel Santos, Balaji Srinivasan, Sandeep Nailwal, Cyber Fund , Offchain Labs, zkValidator, Calvin Liu, Scott Moore, Keone Hon, Eunice Giarta, Yi Sun, Uma Roy, Smokey The Bera, Sandy Peng, YQ, Cygaar, Niraj Pant, Gabby Dizon, Kenneth Ng, dcbuilder.eth, Defi Dave, Dabing.eth, David Ma, Yuki Yuminaga, George Lambeth",,
2024-03-14,Param Labs,Private,,,gaming ecosystem powering everything special with cutting-edge Web3 integration,Gaming,"NFT, Gaming & Metaverse",https://x.com/animocabrands/status/1768272016933572903,Animoca Brands,,,
2024-03-14,Pallet Exchange,Private,2.5,SEI,NFT marketplace ,NFT,"NFT, Gaming & Metaverse",https://x.com/jacqmelinek/status/1768275152414912561,,"The Spartan Group, Symbolic Capital Partners, Cypher Capital",,
2024-03-14,"Polyhedra
",Strategic ,20.0,Ethereum,Infrastructure for Web3 interoperability by leveraging advanced zero-knowledge proof protocols,Infrastructure,Web3 Infrastructure & Tools,https://x.com/CoinDesk/status/1768245968107934067,Polychain Capital,"Animoca Brands, Emirates Consortium, MapleBlock Capital, Hashkey Capital, UOB Ventures , Symbolic Capital Partners, Longhash Ventures, MH Ventures, ArkStream Capital, Web3Port Foundation",1000,
2024-03-13,Munchables,Pre-Seed,,Blast ,NFT game,Gaming,"NFT, Gaming & Metaverse",https://x.com/_munchables_/status/1767717647217791375,"Manifold, Mechanism Capital","Selini Capital, Duplicate Capital, Hidden Street Capital, CBB0FE, DCF God, Shoku, 0xLawliette, NBS, Bharat Krymo, dingaling, hype partners, Casey Caruso",,4369
2024-03-13,Fjord Foundry,Seed,4.3,Ethereum,"community-focused platform, offering fair and transparent Liquidity Bootstrapping Pools",Web3,,https://x.com/FjordFoundry/status/1767969619229172209,Lemniscap,"Mechanism Capital, Zee Prime Capital, DCD, UniswapVilain, Rager, JZ, Kieran Warwick, Fomosaurus",,
2024-03-12,Darkfarms1,ICO,1.945344,Solana,$BOME - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-12,Elixir Protocol,Series B,8.0,,"decentralized, algorithmic market making protocol",DEX,,https://x.com/elixir/status/1767537221748326752,"Mysten Labs, Maelstrom ","Arthur Hayes, Manifold, GSR, Amber Group, Flowdesk",800,5140
2024-03-12,MetalCore,Private,5.0,"ImmutableX, Ethereum",1st/3rd Person Combat Territorial Warfare PvPvE Shooter,Gaming,"NFT, Gaming & Metaverse",https://x.com/TheBlock__/status/1767581681681158638,,"Delphi Digital, Sanctor Capital, BITKRAFT Ventures, The Spartan Group",,
2024-03-11,Eclipse Labs,Series A,50.0,Ethereum,Ethereum layer-2 using the Solana Virtual Machine (SVM),L2,Base Layers & Scaling,https://x.com/EclipseFND/status/1767212277285969979,"Placeholder, Hack VC","Polychain Capital, Maven 11, DBA, Delphi Digital, Fenbushi Capital, Bankless Ventures, Flow Traders, OKX Ventures, Barnabe Monnot, John Adler, Mert Mumtaz, Austin Federa, DCInvestor, Hasu, Cozomo de’ Medici, Meltem Demirors, ZachXBT, Anthony Sassano, Santiago Roel Santos, Jill Gunter, DeeZe, Eric Wall",,
2024-03-11,Blockus,Pre-Seed,4.0,,web3 gaming platform,Gaming,"NFT, Gaming & Metaverse",https://x.com/GamesBeat/status/1767173675973759245,Maple VC,"Altos Ventures, Zhuoxun Yin, Michael Ma, Bryan Pellegrino, MH Ventures",,
2024-03-11,Bluwhale,Seed,7.0,,an AI Web3 start-up,AI,"AI, Analytics & Data",https://techfundingnews.com/silicon-valleys-ai-web3-startup-bluwhale-from-standford-berkeley-and-tiktok-alums-raise-s-7m-funding/,,"SBI Investment, Momentum6, Ghaf Capital, NxGen, Baselayer Ventures, Primal Capital, Spyre Capital",,
2024-03-11,NFTfi,Series A1,6.0,Ethereum,NFT lending protocol,DeFi,DeFi & CeFi,https://x.com/NFTfi/status/1767228638871822722,Placeholder,"Maven 11, Kahuna, Launch Labs Inc, Brevan Howard, The Lao, Reciprocal Ventures, A.Capital Ventures, HASH CIB, Bloccelerate, Cypher Capital, Longhash Ventures",,2255
2024-03-08,QnA3,Private,,,AI-powered Web3 knowledge sharing and search platform,AI,"AI, Analytics & Data",https://x.com/BinanceLabs/status/1766011339665821736,Binance Labs,,,
2024-03-08,Derivio,Private,,zkSync,decentralized structured derivatives ecosystem,DeFi,DeFi & CeFi,https://x.com/BinanceLabs/status/1766011339665821736,Binance Labs,,,
2024-03-08,Ethena,Private,,Ethereum,synthetic dollar protocol built on Ethereum,DeFi,DeFi & CeFi,https://x.com/BinanceLabs/status/1766011339665821736,Binance Labs,,,parent#ethena
2024-03-08,"NFPrompt
",Private,,,Prompt Artist Platform in Web3,NFT,"NFT, Gaming & Metaverse",https://x.com/BinanceLabs/status/1766011339665821736,Binance Labs,,,
2024-03-08,UXUY,Private,,,"multi-chain platform based on MPC and AA wallet technology with intent-centric features, minimizing the entry barriers to decentralized trading",Infrastructure,Web3 Infrastructure & Tools,https://x.com/BinanceLabs/status/1766011339665821736,Binance Labs,,,
2024-03-08,Shogun,Private,,,intent-centric protocol that aims to maximize trader extractable value (TEV) via optimized orderflow and complete chain abstraction,DeFi,DeFi & CeFi,https://x.com/BinanceLabs/status/1766011339665821736,Binance Labs,,,
2024-03-08,"Cellula
",Private,,,fully on-chain autonomous life simulation strategy game,Gaming,"NFT, Gaming & Metaverse",https://x.com/BinanceLabs/status/1766011339665821736,Binance Labs,,,
2024-03-07,Cosmology,Seed,5.0,Cosmos,full-stack development environment tailored specifically for the Cosmos ecosystem,Infrastructure,Web3 Infrastructure & Tools,https://x.com/cosmology_tech/status/1765776264252768280,"Galileo, Lemniscap","Lemniscap, Dispersion Capital, HashKey Capital, Tuesday Capital, Osmosis Foundation, Chorus One Ventures, Informal Systems",,
2024-03-07,Oyl,Pre-Seed,3.0,Bitcoin,Bitcoin Ordinals Wallet ,Infrastructure,Web3 Infrastructure & Tools,https://x.com/TheBlock__/status/1765799860039540943,Arca,"Domo, Maelstrom Fund",,
2024-03-07,Zama,Series A,73.0,"Ethereum, Optimism, Polygon, Avalanche, Fantom",open source cryptography company that builds state-of-the-art Fully Homomorphic Encryption (FHE) solutions for blockchain and A,Privacy Infrastructure,,https://x.com/zama_fhe/status/1765727386480320771,"Multicoin Capital, Protocol Labs","Metaplanet, Blockchange Ventures, Vsquared Ventures, Stake Capital, Juan Benet, Anatoly Yakovenko, Gavin Wood",,
2024-03-07,Blackwing,Seed,7.5,,modular layer 2 blockchain designed for liquidation-free leveraged trading for any asset,L2,Base Layers & Scaling,https://x.com/blackwing_fi/status/1765797739236143498,"Hashed, gumi Crypto Capital","Alpha Lab Capital, Coin98 Ventures, CyberX, Saison Capital, K300 Ventures, DCF God, Fiskantes, 0xbrent, icebergy, Rooter, Anand Iyer, Julian Koh, Tom Howard, Andy, naniXBT, Cygaar",,4413
2024-03-06,Hedgehog,Pre-Seed,1.5,"Manta, Arbitrum, zkSync, Optimism, Bitcoin",Protocol for hedging against crypto transaction fees,DeFi,DeFi & CeFi,https://x.com/TheHedgehog_io/status/1765355385290965024,,"Marshland Capital, Tenzor Capital, Prometeus Ventures, 3Commas, Nothing Research, Vasiliy Shapovalov, Banteg, Ivangbi",,
2024-03-06,Synnax Technologies,Pre-Seed,1.0,,"Synnax is an innovative platform introducing AI Credit Intelligence for privacy-focused credit analysis, empowering businesses to secure credit ratings while safeguarding data privacy",AI,"AI, Analytics & Data",https://x.com/SynnaxTech/status/1765323517497934162,No Limit Holdings,"MH Ventures, Bitscale Capital, Edessa Capital, Everstake Capital, GameFi Ventures, Hex Trust, Kenetic Capital, MoonVault Capital, Ryze Labs, Drops Ventures",,
2024-03-06,Firewall,Pre-Seed,3.7,,blockchain security infrastructure firm,Smart contract security,,https://x.com/iamoptmstc/status/1765424566518874692,"North Island Venture, Breyer Capital, Hack VC","Finality Capital Partners, Kain Warwick, Smokey The Bera, Tim Ogilvie, Nathan McCauley, Xinsu Dong, Jack Bounce, Pranay Mohan",,
2024-03-06,TON,Secondary Market,8.0,TON,"TON is a L1 blockchain and a decentralized and open internet, created by the community using a technology designed by Telegram",L1,Base Layers & Scaling,https://cointelegraph.com/news/ton-telegram-attract-web3-investors-ad-platform,Mirana Ventures,,,chain#ton
2024-03-05,Sahara,Seed,6.0,Polygon,decentralized AI network,AI,"AI, Analytics & Data",https://x.com/SaharaLabsAI/status/1765081695576006850,Polychain Capital,"Samsung Next, Matrix Partners, Motherson Group, Sandeep Nailwal, Sequoia Capital, Dao5, Geekcartel, Nomad Capital, Canonical Crypto, Dispersion Capital, Alumni Ventures, Tangent, Coho Deeptech",,
2024-03-05,IO.net,Series A,30.0,,decentralized GPU network,,,https://x.com/ionet_official/status/1765065611674374365,Hack VC,"Solana Labs, OKX, MH Ventures, Delphi Digital, Aptos Labs, ArkStream Capital, Animoca Brands, Foresight Ventures, SevenX Ventures, Longhash Ventures, Continue Capital, Anatoly Yakovenko",1000,
2024-03-05,Baanx,Series A,20.0,,crypto payments platform,Payments,DeFi & CeFi,https://x.com/CoinDesk/status/1764948180536365263,"Ledger, Tezos Foundation, Chiron, British Business Bank","Multicoin Capital, 6th Man Ventures, M13, Delphi Digital, Solana Labs, Aptos Labs, Foresight Ventures, Longhash Ventures, Amber Group, SevenX Ventures, ArkStream Capital, Animoca Brands, Continue Capital, MH Ventures, Sandbox Games, Anatoly Yakovenko, Mo Shaikh, Avery Ching, Yat Siu, Sebastien Borget, Jin Kang",,
2024-03-05,Utila,Seed,11.5,"Ethereum, StarkNet, Bitcoin, Solana, Avalanche, Optimism, BSC, Arbitrum, Polygon",self-custodial wallet infrastructure at enterprise scale,Infrastructure,Web3 Infrastructure & Tools,https://x.com/CoinDesk/status/1765014998286237924,"NFX, Wing Venture Capital, Framework Ventures","Fasanara Digital Ventures, North Island Ventures, Republic Capital, Liquid 2 Ventures, Inspired Capital Partners, Lyrik Ventures, DCG Expedictions, Launchpad Capital, Shima Capital, K5 Global, Big Brain Holdings, Impatient",,
2024-03-04,Privasea,Seed,5.0,,Network integration of Fully Homomorphic Encryption Machine Learning (FHEML) into a distributed computing network,Infrastructure,Web3 Infrastructure & Tools,https://x.com/Privasea_ai/status/1764644482287546465,,"Binance Labs, MH Ventures, Gate Labs, K300, QB Ventures, Crypto Times, Zakaria Awes, Luke Sheng",,
2024-03-04,CredShields,Strategic ,1.0,Ethereum,Web3 security,Smart contract security,,https://x.com/CredShields/status/1764582211859231152,Draper Associates,,,
2024-03-04,Stack,Seed,3.0,Ethereum,on-chain points infrastructure,Infrastructure,Web3 Infrastructure & Tools,https://x.com/stackdotso/status/1764708473994928211,Archetype,"Coinbase Ventures, Scalar Capital, A.Capital Ventures, Balaji Srinivasan, Nadav Hollander, Henri Stern, Cooper Turley, Colin Armstrong",,
2024-03-03,Scallop Protocol,Strategic ,3.0,Sui,lending and borrowing protocol,DeFi,DeFi & CeFi,https://x.com/Scallop_io/status/1764190033970380813,"CMS, 6th Man Ventures","KuCoin Labs, Side Door Ventures, Oak Grove Ventures, Signum Capital, Blockchain Founders Fund, Cypher Capital, Mysten Labs, Kyros Ventures, 8186 Capital, 7UpDAO, LBank Labs, ViaBTC Capital, Cetus Protocol, Zellic, AC Capital, Criterion VC, UOB Venture Management",,parent#scallop
2024-03-03,Taiko,Series A,15.0,Ethereum,"A decentralized, Ethereum-equivalent ZK-Rollup",L2,Base Layers & Scaling,https://x.com/taikoxyz/status/1763961321933189153,"Lightspeed Faction, Hashed, Generative Ventures, Token Bay Capital","Wintermute Ventures, Presto Labs, Flow Traders, Amber Group, OKX, GSR, WWVentures",,
2024-03-01,Karma3 Labs,Seed,4.5,,decentralized reputation protocol,,,https://x.com/karma3labs/status/1763584358701551978,"Galaxy Digital, IDEO CoLab Ventures","Spartan, SevenX Ventures, HashKey, Flybridge, Draper Dragon, Compa Capital, Delta Blockchain Fund, Andrew Hong, Liang Wu",,
2024-03-01,ChronoForge,Strategic ,3.0,,"ChronoForge is a multiplayer action RPG by Minted Loot Studios, where players collectively shape the game world, featuring real-time PVP, strategic gameplay, and player-governed flying settlements",Game,,https://x.com/playchronoforge/status/1763673983495602380,,"Citizen Capital, MH Ventures, SwissBorg, XBorg, Spirit DAO, WWVentures, Spicy Capital, Steady Stack, 369 Capital, Contango Digital Assets, Ghaf Capital, Ivan on Tech, EllioTrades, Crypto Lark, Zeneca",,
2024-03-01,ReadyGG,Private,4.0,, infrastructure for the Web3 Games & Dev creator economy,Infrastructure,Web3 Infrastructure & Tools,https://x.com/CryptoDiffer/status/1763182635109503225,"Delphi Digital, Momentum6","Merit Circle, ZBS CAPITAL, Token Metrics Ventures, Purechain Capital, Alex Becker",,
2024-02-29,FortyTwo,Seed,1.0,,"aggregating dApps, wallets, and DeFi solutions into one",Infrastructure,Web3 Infrastructure & Tools,https://x.com/FortyTwo_money/status/1763191581492863130,LBank Labs,"Binary Builders, Dorahacks, Interop Ventures, Kahuna, Longhash Ventures, Public Works, Typhon Ventures, Brian Crain, Darren Li, Dean Eigenmann, Dean Tribble , Don Cryptonium, Eli Krenzke, Jonathan Gabler, Josh Kang, Noam Cohen, Onur Akpolat, Sam Cassatt, Shane Vitarana, Sky Lai, Suhail Gangji , Wilsen Tiomajaya",,
2024-02-29,Imaginary Ones,Private,,,Web3 gaming & NFTs,Gaming,"NFT, Gaming & Metaverse",https://x.com/Imaginary_Ones/status/1763225147094307065,,"Cypher Capital, Animoca Brands, Eden Holdings, MH Ventures, Illuminati Capital, NxGen, Hercules Ventures, Andromeda Capital, PG Capital, Yu-Chuang Kuek, Sebastien Borget, Frances Han, Amit Malhotra, Gwendolyn Regina, dingaling, Ivan on Tech, Mooncat2878, Xeer, Dewku",,
2024-02-28,Backpack,Series A,17.0,,"
",Centralized Exchange,DeFi & CeFi,https://x.com/Backpack/status/1762826489534595356,Placeholder ,"Hashed, Robot Ventures, Wintermute Ventures, Amber Group, Selini Capital",,
2024-02-28,Geodnet,Seed,3.5,,Global Earth Observation Decentralized Network,,,https://x.com/GEODNET_/status/1762832552979505353,North Island VC,"Borderless Capital, Modular Capital, Road Capital, Tangent, Reverie, Iotex, JDI",,
2024-02-28,BounceBit,Seed,6.0,Bitcoin,BTC restaking infrastructure,Liquid Staking Protocol,DeFi & CeFi,https://x.com/bounce_bit/status/1762874894520656120,"Breyer Capital, Blockchain Capital","Dao5, CMS Capital, Bankless Ventures, NGC Ventures, Matrixport, Primitive Ventures, Arcane Capital, IDG Capital, Bixin Ventures, Nomad Capital, Geek Cartel, DeFiance Capital, GMR, OKX Ventures, Mirana Ventures, HTX Ventures, MEXC Ventures, James Parillo, RookieXBT, MacnBTC, Pentoshi",,4168
2024-02-28,Octav,Strategic ,4.0,"Ethereum, Arbitrum, Optimism",Smart DeFi Data Labelling and Analytics Platform,Analytics,"AI, Analytics & Data",https://x.com/OctavFi/status/1762861271811256542,,,,
2024-02-28,ether.fi,Series A,27.0,Ethereum,Native liquid restaking on Ethereum,Liquid Staking Protocol,DeFi & CeFi,https://x.com/ether_fi/status/1762841187356979302,"CoinFund, Bullish","Amber Group, Bankless Ventures, OKX Ventures, ConsenSys, Foresight Ventures, Fourth Revolution Capital, Punk Ventures DAO, White Star Capital, Relayer Capital, Collider Ventures, Lvna Capital, Draper Dragon, Arrington Capital, North Island Ventures, Chapter One, Version One Ventures, Node Capital, Stani Kulechov, Sandeep Nailwal, Defi Dad, Parallel, Will Price, leptokurtic, MrBlock",,2626
